course_name,course_code,section,Fall-2024,registration_dates,level,credit,campus,schedule_type,instructional_method,type,time,days,location,date_range,lecture_type,instructors
Aviation Math and Physics,82157,AVMT 20100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,10:00 am - 11:50 am,TR,Harold White HW 135,"Aug 26, 2024 - Dec 14, 2024",Lecture,Edward E  Meyer (P)
Aircraft Structures 2,80552,AVMT 21000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Louis R  Revisky (P)
Aircraft Structures 2 Lab,80553,AVMT 21001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 9:20 pm,TW,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Bryan W  Doughty (P)
Aircraft Electricity 2,80556,AVMT 22000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Brian J  Kozak (P)
Aircraft Electricity 2 Lab,80558,AVMT 22001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 9:20 pm,R,Harold White HW 138,"Aug 26, 2024 - Dec 14, 2024",Lab,Brian J  Kozak (P)
Aircraft Reciprocating Engines,80559,AVMT 31000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,10:00 am - 11:50 am,TR,Harold White HW 137,"Aug 26, 2024 - Dec 14, 2024",Lecture,Christopher T  Stevens (P)
Aircraft Reciprocating Engines Lab,80564,AVMT 31001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 2:50 pm,TR,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Christopher T  Stevens (P)
Aircraft Reciprocating Engines Lab,80566,AVMT 31001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,3:00 pm - 4:50 pm,TR,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Christopher T  Stevens (P)
Aircraft Systems,80570,AVMT 32000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 9:50 am,MW,Harold White HW 128,"Aug 26, 2024 - Dec 14, 2024",Lecture,Raul   Armenta (P)
Aircraft Systems Lab,80575,AVMT 32001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 4:50 pm,M,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Raul   Armenta (P)
Aircraft Systems Lab,80575,AVMT 32001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,8:00 am - 9:50 am,R,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Raul   Armenta (P)
Aircraft Systems Lab,80581,AVMT 32001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 4:50 pm,W,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Raul   Armenta (P)
Aircraft Systems Lab,80581,AVMT 32001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 2:50 pm,R,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Raul   Armenta (P)
Aircraft Engine Accessories,80587,AVMT 33000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,10:00 am - 11:50 am,MW,Harold White HW 132,"Aug 26, 2024 - Dec 14, 2024",Lecture,Bryan W  Doughty (P)
Aircraft Engine Accessories,80587,AVMT 33000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 10:50 am,T,Harold White HW 132,"Aug 26, 2024 - Dec 14, 2024",Lecture,Bryan W  Doughty (P)
Aircraft Engine Accessories Lab,80590,AVMT 33001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,3:00 pm - 4:50 pm,T,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Bryan W  Doughty (P)
Aircraft Engine Accessories Lab,80590,AVMT 33001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 4:50 pm,W,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Bryan W  Doughty (P)
Aircraft Engine Accessories Lab,80592,AVMT 33001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 4:50 pm,M,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Bryan W  Doughty (P)
Aircraft Engine Accessories Lab,80592,AVMT 33001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,1:00 pm - 2:50 pm,T,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Bryan W  Doughty (P)
Composite Material Fabrication and Repair,82335,AVMT 34000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,12:00 pm - 2:50 pm,T,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lecture,Jason   Keleher (P)
Gas Turbine Powerplants,80599,AVMT 41000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Matthew P  Franklin (P)
Gas Turbine Powerplants Lab,80604,AVMT 41001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 9:20 pm,R,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Matthew P  Franklin (P)
Gas Turbine Powerplants Lab,80604,AVMT 41001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 7:20 pm,F,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Matthew P  Franklin (P)
Aircraft Propellers,80609,AVMT 42000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Yvonne M  LeClaire (P)
Aircraft Propellers Lab,80613,AVMT 42001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 9:20 pm,W,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Christopher   Perez (P)
Advanced Aviation and Aerospace Structures,80615,AVMT 42700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,6:00 pm - 8:50 pm,W,Harold White HW 126,"Aug 26, 2024 - Dec 14, 2024",Lecture,Robert Eric  Jones (P)
Aircraft Inspection and Engine Testing,80620,AVMT 43000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Craig T  Neville (P)
Aircraft Inspection and Engine Testing Lab,80625,AVMT 43001,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Lab Schedule Type,Traditional Instructional Method,Lab,5:30 pm - 9:20 pm,MT,Harold White HW 170,"Aug 26, 2024 - Dec 14, 2024",Lab,Christopher   Perez (P)
Aviation Shop Management,80630,AVMT 46000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Lecture,Christopher T  Stevens (P)
Aviation Maintenance Management,80634,AVMT 46100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,5:30 pm - 8:30 pm,R,Harold White HW 124,"Aug 26, 2024 - Dec 14, 2024",Lecture,Craig T  Neville (P)
Aviation and Aerospace Technology Capstone Experience,80639,AVMT 49500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Lecture,Matthew P  Franklin (P)
Aviation Flight Time,81562,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81564,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,MF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81565,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,WF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81566,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,MW,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81567,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81568,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,MF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81569,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,WF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81570,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,MW,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81571,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81572,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,MF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81573,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,WF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81574,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,MW,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81575,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81576,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,MF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81577,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,WF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81578,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,MW,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81579,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81580,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,MF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81765,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,WF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81766,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,MW,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81767,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,5:00 pm - 7:30 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81768,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,7:00 pm - 9:30 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81769,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,9:00 pm - 11:00 pm,MWF,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81770,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81771,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,TS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81772,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,RS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81773,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,6:30 am - 8:50 am,TR,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81774,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81775,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,TS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81776,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,RS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81777,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,8:20 am - 10:50 am,TR,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81778,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81779,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,TS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81780,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,RS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81781,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,10:40 am - 1:10 pm,TR,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81782,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81783,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,TS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81784,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,RS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81785,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,12:40 pm - 3:10 pm,TR,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81786,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81787,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,TS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,81788,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,RS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,82395,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,2:40 pm - 5:10 pm,TR,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
Aviation Flight Time,82396,AVTR 10000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,0,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,5:00 pm - 7:30 pm,TRS,Harold White HW 112,"Aug 26, 2024 - Dec 14, 2024",Experiential,Daniel Patrick  Magner (P)
